,date,3hrKp,6hrKp,9hrKp,12hrKp,15hrKp,18hrKp,21hrKp,24hrKp,27hrKp,30hrKp,33hrKp,36hrKp,39hrKp,42hrKp,45hrKp,48hrKp,51hrKp,54hrKp,57hrKp,60hrKp,63hrKp,66hrKp,69hrKp,72hrKp
711,2024-10-24,3.67,4.33,3.0,2.67,2.33,2.0,2.67,2.67,4.0,4.67,3.67,3.0,3.0,2.67,2.0,2.33,2.0,2.0,1.67,1.67,1.33,2.0,2.0,2.33
712,2024-10-25,4.0,4.67,3.67,3.0,3.0,2.67,2.0,2.33,2.0,2.0,1.67,1.67,1.33,2.0,2.0,2.33,3.0,2.67,1.67,2.0,2.0,2.0,1.67,2.0
713,2024-10-26,3.67,3.67,3.33,3.0,2.67,2.33,1.67,2.67,3.67,4.67,5.0,4.67,3.67,3.0,1.67,2.0,3.33,3.67,3.33,3.33,3.0,2.67,2.67,1.33
714,2024-10-27,3.67,5.67,5.67,5.0,5.0,4.67,4.67,4.33,4.67,4.67,4.0,3.33,3.0,2.67,2.67,2.67,2.67,2.0,2.0,2.0,2.33,2.0,2.0,2.0
715,2024-10-28,4.0,3.33,3.0,3.33,3.0,2.0,2.33,2.67,2.67,2.0,2.0,2.0,2.33,2.0,2.0,2.0,1.67,1.33,1.33,1.33,1.33,1.33,1.67,1.67
716,2024-10-29,3.67,2.67,2.0,2.0,2.33,2.0,2.0,2.0,1.67,1.33,1.33,1.33,1.33,1.33,1.67,1.67,2.0,2.0,2.0,2.67,2.0,2.33,2.33,2.33
717,2024-10-30,1.67,1.33,1.33,1.33,1.33,1.33,1.67,1.67,2.0,2.0,2.0,2.33,2.0,2.33,2.33,2.67,3.33,2.33,1.67,1.67,1.67,2.33,1.67,2.0
718,2024-10-31,1.33,1.33,1.33,1.67,1.33,1.33,1.67,1.67,2.33,1.33,1.0,1.0,2.33,2.33,2.67,2.67,2.67,3.0,2.67,2.67,2.33,2.67,3.67,3.67
719,2024-11-01,2.33,1.33,1.0,1.0,2.33,2.33,2.67,2.67,2.67,3.0,2.67,2.67,2.33,2.67,3.67,3.67,3.67,2.67,2.67,2.0,1.67,1.67,1.67,2.67
720,2024-11-02,2.67,3.0,2.67,2.67,2.33,2.67,3.67,3.67,3.67,2.67,2.67,2.0,1.67,1.67,1.67,2.67,1.67,2.0,1.67,1.67,1.33,1.0,1.0,1.33
721,2024-11-03,3.67,2.67,3.67,1.67,1.67,0.67,0.67,2.0,2.67,2.67,2.67,2.0,1.67,1.0,1.67,1.67,1.33,1.33,1.33,1.33,1.33,1.67,1.67,1.67
722,2024-11-04,2.33,2.0,3.0,3.33,2.0,3.33,3.0,2.33,2.67,2.33,2.67,3.0,4.0,2.67,4.33,4.0,5.0,4.33,4.0,3.33,4.33,2.67,2.0,3.33
723,2024-11-05,2.67,2.33,2.67,3.0,4.0,2.67,4.33,4.0,5.0,4.33,4.0,3.33,4.33,2.67,2.0,3.33,2.0,2.0,2.0,3.33,3.0,3.0,3.0,3.0
724,2024-11-06,5.0,4.33,4.0,3.33,4.33,2.67,3.0,3.67,4.0,2.67,3.33,3.67,3.0,3.33,2.0,2.33,3.67,3.0,3.0,3.0,3.33,3.33,3.67,4.33
725,2024-11-07,4.0,2.67,3.33,3.67,3.0,3.33,2.0,2.33,3.67,3.0,3.0,3.0,3.33,3.33,3.67,4.33,4.0,4.0,4.0,3.67,3.67,2.0,1.67,2.33
726,2024-11-08,3.67,4.0,3.0,3.0,3.0,3.33,3.67,3.67,3.67,4.0,4.33,4.0,3.0,2.67,2.33,2.67,2.67,3.0,2.67,2.33,2.33,2.0,2.67,3.67
727,2024-11-09,3.67,4.0,4.33,4.0,3.0,2.67,2.33,2.67,2.67,3.67,2.67,2.0,1.67,1.67,2.67,3.67,3.0,2.67,2.67,2.67,1.67,1.67,1.67,2.67
728,2024-11-10,4.67,3.67,2.67,2.0,1.0,1.0,2.67,3.67,3.0,2.67,2.67,2.67,1.67,1.67,1.67,2.67,2.67,4.0,4.0,3.0,2.67,2.0,2.0,2.67
729,2024-11-11,3.0,2.67,2.67,2.67,1.67,1.67,1.67,2.67,2.67,4.0,4.0,3.0,2.67,2.0,2.0,2.67,4.0,2.67,2.67,2.33,2.0,2.0,2.33,3.0
730,2024-11-12,1.67,2.0,2.0,1.67,4.0,4.0,3.33,3.33,4.0,2.67,2.67,2.33,2.0,2.0,2.33,3.0,3.67,2.67,2.33,2.33,2.33,2.0,2.67,2.67
731,2024-11-13,4.0,2.67,2.67,2.33,2.0,2.0,2.33,3.0,3.67,2.67,2.33,2.33,2.33,2.0,2.67,2.67,3.0,3.0,2.33,2.0,1.67,1.33,2.33,2.67
732,2024-11-14,3.67,2.67,2.33,2.33,2.33,2.0,2.67,2.67,3.0,3.0,2.33,2.0,1.67,1.33,2.33,2.67,2.33,3.0,2.67,2.33,1.33,1.0,1.67,2.0
733,2024-11-15,3.0,3.0,2.33,2.0,1.67,1.33,2.33,2.67,2.33,3.0,2.67,2.33,1.33,1.0,1.67,2.0,2.33,2.0,2.0,2.67,3.0,3.0,3.67,2.67
734,2024-11-16,2.33,3.0,2.67,2.33,1.33,1.0,1.67,2.0,2.33,2.0,2.0,2.67,3.0,3.0,3.67,2.67,2.0,3.0,2.67,2.33,1.33,1.0,1.67,2.0
735,2024-11-17,2.33,2.0,2.0,2.67,3.0,3.0,3.67,2.67,2.0,3.0,2.67,2.33,1.33,1.0,1.67,2.0,1.67,1.67,1.67,1.33,1.33,1.33,1.33,1.33
736,2024-11-18,2.0,3.0,2.67,2.33,1.33,1.0,1.67,2.0,1.67,1.67,1.67,1.33,1.33,1.33,1.33,1.33,1.67,1.33,1.33,1.33,1.33,1.33,1.67,1.67
737,2024-11-19,1.67,1.67,1.67,1.33,1.33,1.33,1.33,1.33,1.67,1.33,1.33,1.33,1.33,1.33,1.67,1.67,2.0,1.67,2.33,2.33,2.33,2.33,2.33,2.33
738,2024-11-20,1.67,1.33,1.33,1.33,1.33,1.33,1.67,1.67,2.0,1.67,2.33,1.0,1.33,1.67,3.0,3.0,2.33,1.67,2.0,2.33,2.33,2.33,2.33,2.33
739,2024-11-21,2.0,1.67,2.33,1.0,1.33,1.67,3.0,3.0,2.33,3.0,2.33,2.0,1.33,1.33,1.67,2.33,2.33,2.67,2.33,2.33,2.0,2.0,2.0,1.67
740,2024-11-22,2.33,3.0,2.33,2.0,1.33,1.33,1.67,2.33,2.33,2.67,2.33,2.33,2.0,2.0,2.0,1.67,2.33,3.0,2.0,2.0,1.67,2.0,2.0,2.33
741,2024-11-23,2.67,3.33,2.33,2.0,1.67,1.33,1.33,1.33,2.33,2.33,1.33,1.0,0.67,0.67,1.0,1.67,1.67,1.67,1.33,1.33,1.33,1.33,1.33,1.67
742,2024-11-24,2.33,2.33,1.33,1.0,0.67,0.67,1.0,1.67,1.67,1.67,1.33,1.33,1.33,1.33,1.33,1.67,1.67,1.33,1.33,1.33,1.33,1.33,1.67,1.67
743,2024-11-25,2.67,2.33,1.67,2.33,2.33,2.0,2.0,2.0,1.67,1.33,1.33,1.33,1.33,1.33,1.67,1.67,1.67,1.33,1.33,1.33,1.67,1.33,1.33,1.67
744,2024-11-26,1.67,1.33,1.33,1.33,1.33,1.33,1.67,1.67,3.0,1.0,2.0,1.67,3.33,4.0,5.0,4.33,4.33,5.67,3.67,3.33,4.33,3.33,3.0,3.33
745,2024-11-27,3.0,1.0,2.0,1.67,3.33,4.0,5.0,4.33,4.33,5.67,3.67,3.33,4.33,3.33,3.0,3.33,3.67,3.0,3.0,2.33,1.67,2.0,2.67,2.33
746,2024-11-28,4.33,5.67,3.67,3.33,2.33,3.33,2.33,3.0,3.67,3.0,2.33,2.33,1.67,2.0,1.0,2.33,1.67,1.67,1.33,1.33,1.33,1.33,1.33,1.67
747,2024-11-29,3.67,3.0,2.33,2.33,1.67,2.0,1.0,2.33,1.67,1.67,1.33,1.33,1.33,1.33,1.33,1.67,2.33,1.67,2.33,2.33,2.33,2.33,2.0,2.33
748,2024-11-30,2.0,1.0,1.67,1.0,0.67,1.0,2.67,4.0,2.67,1.67,2.67,2.0,0.67,1.67,3.0,1.67,2.0,1.67,1.33,1.0,1.0,1.33,1.33,1.67
749,2024-12-01,2.67,1.67,2.67,2.0,0.67,1.67,3.0,1.67,2.0,1.67,1.33,1.0,1.0,1.33,1.33,1.67,1.33,1.33,1.33,1.33,1.33,1.67,1.67,1.67
750,2024-12-02,2.0,1.67,1.33,1.0,1.0,1.33,1.33,1.67,1.33,1.33,1.33,1.33,1.33,1.67,1.67,1.67,1.67,1.33,1.33,1.33,1.33,1.33,1.67,1.67
751,2024-12-03,1.33,1.33,1.33,1.33,1.33,1.67,1.67,1.67,1.67,1.33,1.33,1.33,1.33,1.33,1.67,1.67,2.33,1.67,2.0,1.67,2.33,2.33,2.33,2.67
752,2024-12-04,1.67,1.33,1.33,1.33,1.33,1.33,1.67,1.67,1.0,1.67,2.0,1.0,2.33,3.0,2.33,2.67,2.67,2.0,1.67,3.0,2.0,2.33,1.67,1.0
753,2024-12-05,1.0,1.67,2.0,1.0,2.33,3.0,2.33,2.67,2.67,2.0,1.67,3.0,2.0,2.33,1.67,1.0,2.0,2.0,2.33,2.33,2.33,2.67,2.0,1.33
754,2024-12-06,2.67,2.0,1.67,3.0,2.0,2.33,1.67,1.0,2.0,2.0,2.33,2.33,2.33,2.67,2.0,1.33,1.67,1.33,1.33,1.33,1.33,1.33,1.67,1.67
755,2024-12-07,1.67,1.67,2.0,2.0,1.67,2.0,1.67,1.67,1.67,1.33,1.33,1.33,1.33,1.33,1.67,1.67,2.33,2.0,2.0,2.0,2.33,2.0,2.0,2.0
756,2024-12-08,2.67,2.33,2.0,2.0,1.67,2.0,2.0,2.33,2.33,2.67,2.33,2.0,2.0,2.0,2.0,2.33,2.67,2.33,2.33,2.0,2.0,2.0,2.0,2.33
757,2024-12-09,3.0,2.0,2.0,2.67,3.0,2.67,2.67,2.67,2.67,3.0,2.0,2.67,2.0,2.67,2.67,3.0,2.33,2.33,2.33,1.67,2.33,2.33,2.33,2.0
758,2024-12-10,2.67,3.0,2.0,2.67,2.0,2.67,2.67,3.0,2.33,2.33,2.33,1.67,2.33,2.33,2.33,2.0,1.67,1.67,1.67,1.33,1.33,1.33,1.33,1.33
759,2024-12-11,1.67,1.67,1.33,1.33,1.33,1.33,1.67,1.33,1.67,1.67,1.67,1.33,1.33,1.33,1.33,1.33,1.67,1.67,1.33,1.33,1.67,1.33,1.33,1.33
760,2024-12-12,1.67,1.67,1.67,1.33,1.33,1.33,1.33,1.33,1.67,1.67,1.33,1.33,1.67,1.33,1.33,1.33,2.33,2.0,1.67,1.33,2.0,2.0,2.67,2.67
761,2024-12-13,1.67,1.67,1.33,1.33,1.67,1.33,1.33,1.33,2.0,2.0,2.33,2.33,2.33,2.33,2.67,3.0,3.0,2.33,2.67,2.0,1.33,1.67,1.67,2.0
762,2024-12-14,2.67,3.67,2.33,1.67,1.67,2.33,2.0,2.67,3.0,2.33,2.67,2.0,1.33,1.67,1.67,2.0,2.0,2.0,2.67,4.33,4.0,3.0,2.33,2.67
763,2024-12-15,3.0,2.33,2.67,2.0,1.33,1.67,1.67,2.0,2.0,2.0,2.67,4.33,4.0,3.0,2.33,2.67,2.67,2.0,2.0,2.0,2.0,2.0,2.33,2.33
764,2024-12-16,2.0,2.0,2.67,4.33,4.0,3.0,2.33,2.67,2.33,2.0,2.33,2.33,2.33,2.33,2.67,2.67,1.33,1.33,1.33,1.33,1.67,1.67,1.33,1.67
765,2024-12-17,4.0,3.0,2.67,2.0,1.33,2.0,2.33,3.0,1.33,1.33,1.33,1.33,1.67,1.67,1.33,1.67,1.67,1.33,1.33,1.33,1.67,1.33,1.67,1.33
766,2024-12-18,1.33,1.33,1.33,1.33,1.67,1.67,1.33,1.67,1.67,1.33,1.33,1.33,1.67,1.33,1.67,1.33,1.67,1.33,1.33,1.33,1.33,1.33,1.67,1.67
767,2024-12-19,1.67,1.33,1.33,1.33,1.67,1.33,1.67,1.33,1.67,1.33,1.33,1.33,1.33,1.33,1.67,1.67,1.67,1.33,1.33,1.33,1.33,1.67,1.33,1.67
768,2024-12-20,3.0,2.0,3.0,2.0,1.67,1.0,1.0,2.33,1.67,1.33,1.33,1.33,1.33,1.67,1.33,1.67,2.33,2.67,2.0,2.0,1.0,2.0,2.0,2.67
769,2024-12-21,3.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,2.33,2.67,2.0,2.0,1.0,2.0,2.0,2.67,2.67,2.0,2.33,2.33,2.33,2.33,2.33,2.67
770,2024-12-22,2.33,2.67,2.0,2.0,1.0,2.0,2.0,2.67,2.67,3.0,2.33,2.33,1.67,2.33,2.33,2.67,2.33,2.67,2.67,2.0,2.0,0.67,2.0,2.33
771,2024-12-23,2.67,3.0,2.33,2.33,1.67,2.33,2.33,2.67,2.33,2.67,2.67,2.0,4.33,5.0,5.33,3.67,3.67,3.0,2.33,2.33,1.67,2.0,1.67,2.0
772,2024-12-24,2.33,2.0,2.67,3.0,4.33,5.0,5.33,3.67,3.67,3.33,3.67,4.33,5.0,4.0,3.33,3.0,3.67,2.67,2.33,2.33,2.0,1.67,2.0,2.33
773,2024-12-25,4.33,3.0,3.33,4.33,4.67,4.0,3.33,3.33,3.67,2.67,2.33,2.33,2.0,1.67,2.0,2.33,2.67,2.33,2.0,1.67,2.0,2.0,2.0,2.33
774,2024-12-26,3.67,2.67,2.33,2.33,2.0,1.67,2.0,2.33,2.67,2.33,2.0,1.67,2.0,2.0,2.0,2.33,1.67,1.33,1.33,1.33,1.33,1.33,1.67,1.67
775,2024-12-27,2.67,3.0,2.0,1.33,1.67,1.67,2.0,2.33,2.33,2.0,2.33,2.33,2.33,2.33,3.0,2.67,2.67,2.67,2.0,1.33,1.67,2.33,2.0,2.33
776,2024-12-28,2.33,2.0,2.0,1.67,1.67,2.0,2.0,2.67,3.0,2.67,2.0,1.33,1.33,2.0,2.0,2.33,1.67,1.33,1.33,1.33,1.33,1.33,1.67,1.67
777,2024-12-29,3.0,2.67,2.0,1.33,1.33,2.0,2.0,2.33,1.67,5.0,6.0,6.67,5.33,4.33,4.0,4.67,5.0,4.0,3.33,3.67,2.67,2.33,2.0,3.0
778,2024-12-30,1.67,3.67,4.33,5.0,6.0,6.67,5.33,5.0,5.0,3.33,4.33,3.67,2.67,2.33,2.0,3.0,2.67,2.0,2.0,2.0,2.0,2.0,2.0,2.33
779,2024-12-31,5.0,3.33,4.33,3.67,2.67,2.33,2.0,3.0,2.67,2.0,2.0,2.0,2.0,2.0,2.0,2.33,1.67,1.33,1.33,1.33,1.33,1.33,1.67,1.67
780,2025-01-01,4.0,3.67,3.0,2.33,1.33,1.33,2.0,4.0,4.0,3.67,3.33,2.33,1.33,1.33,2.67,3.33,2.33,1.33,1.33,1.0,0.67,1.33,1.67,1.67
781,2025-01-02,3.67,3.0,3.0,2.33,2.0,2.0,2.67,2.67,2.0,3.67,4.67,4.0,3.0,2.33,2.67,3.0,3.0,4.67,4.0,3.33,2.67,2.33,2.67,3.0
782,2025-01-03,2.0,3.67,4.67,4.0,3.0,2.33,2.67,3.0,3.0,4.67,4.0,3.33,2.67,2.33,2.67,3.0,3.0,3.67,2.67,2.33,2.0,2.33,2.67,2.67
783,2025-01-04,4.33,4.67,4.67,3.33,2.67,2.33,3.67,4.0,3.0,3.67,2.67,2.33,2.0,2.33,2.67,2.67,2.67,2.33,2.0,2.33,1.33,2.0,2.0,2.33
784,2025-01-05,3.0,3.67,2.67,2.33,2.0,4.33,5.0,4.33,4.0,3.33,2.67,2.33,2.0,2.0,2.0,2.67,2.33,2.67,2.67,1.67,1.67,1.67,2.0,2.33
785,2025-01-06,4.0,3.33,2.67,2.33,2.0,2.0,2.0,2.67,2.33,2.67,2.67,1.67,1.67,1.67,2.0,2.33,1.33,1.33,1.67,1.33,1.33,1.33,1.67,1.67
786,2025-01-07,2.33,2.67,2.67,1.67,1.67,1.67,2.0,2.33,1.33,1.33,1.67,1.33,1.33,1.33,1.67,1.67,1.33,1.33,1.33,1.33,1.33,1.67,1.67,1.67
787,2025-01-08,1.33,1.33,1.67,1.33,1.33,1.33,1.67,1.67,1.33,1.33,1.33,1.33,1.33,1.67,1.67,1.67,2.33,2.33,2.0,2.0,2.33,2.0,2.0,2.0
788,2025-01-09,2.0,1.0,1.33,1.67,2.0,2.67,3.33,2.0,2.33,0.67,1.33,2.0,1.67,2.0,3.33,2.67,1.67,2.67,1.33,1.33,2.67,3.0,3.67,1.67
789,2025-01-10,2.67,2.67,2.33,2.33,2.33,2.67,2.0,2.33,1.33,1.67,1.33,1.33,1.33,1.33,1.67,1.67,1.67,1.67,1.67,1.33,1.33,1.33,1.33,1.33
790,2025-01-11,1.33,1.67,2.67,1.33,1.33,1.33,1.67,1.67,1.67,2.67,1.67,1.33,1.33,1.33,1.33,1.33,1.67,2.0,2.67,2.67,2.0,2.33,1.67,2.0
791,2025-01-12,1.67,2.67,1.67,1.33,1.33,1.33,1.33,1.33,1.67,2.0,1.67,1.67,2.0,2.33,2.67,2.67,2.67,2.67,2.67,2.33,2.33,2.33,2.0,2.67
792,2025-01-13,1.67,2.0,1.67,1.67,2.0,2.33,2.67,2.67,2.67,2.67,2.67,2.33,2.33,2.33,2.0,2.67,2.0,2.0,1.67,1.67,1.67,1.67,2.0,1.67
793,2025-01-14,2.67,2.67,2.67,2.33,2.33,2.33,2.0,2.67,2.0,2.0,1.67,1.67,1.67,1.67,2.0,1.67,2.33,2.33,1.67,1.67,2.0,2.33,2.33,2.67
794,2025-01-15,2.33,1.67,1.67,1.33,2.33,2.0,2.33,2.33,2.33,2.33,1.67,1.67,2.0,2.33,2.33,2.67,2.33,2.0,2.33,2.67,2.33,2.33,2.33,2.67
795,2025-01-16,3.67,2.67,3.67,2.67,3.67,2.67,1.67,2.67,2.67,3.67,2.67,2.67,2.67,1.67,1.67,3.0,2.67,2.67,2.67,2.67,2.0,1.67,2.33,2.67
796,2025-01-17,2.67,3.67,2.67,2.67,3.67,2.67,2.67,3.0,2.67,3.0,2.67,2.67,2.0,1.67,1.67,2.67,2.0,2.67,2.67,2.0,2.0,1.67,2.0,2.33
797,2025-01-18,2.67,3.0,2.67,2.67,2.0,1.67,1.67,2.67,2.0,2.67,2.67,2.0,2.0,1.67,2.0,2.33,2.67,2.67,2.0,2.0,1.33,1.33,2.0,2.0
798,2025-01-19,3.0,3.67,2.67,2.67,2.67,1.67,2.0,2.33,2.67,2.67,2.0,2.0,1.33,1.33,2.0,2.0,1.33,1.33,1.67,1.33,1.33,1.33,1.67,1.67
799,2025-01-20,4.0,3.0,2.0,2.33,2.33,2.0,2.67,2.67,1.33,1.33,1.67,1.33,1.33,1.33,1.67,1.67,1.67,1.33,1.33,1.33,1.33,1.33,1.67,1.67
800,2025-01-21,3.0,2.67,2.33,2.0,1.33,1.0,1.33,2.0,1.67,1.33,1.33,1.33,1.33,1.33,1.67,1.67,1.67,1.33,1.33,1.33,4.0,2.67,4.0,4.33
801,2025-01-22,1.67,1.33,1.33,1.33,1.33,1.33,1.67,1.67,1.67,1.33,1.33,1.33,4.0,2.67,4.0,4.33,3.33,5.33,5.0,4.0,4.0,3.33,3.33,4.0
802,2025-01-23,1.67,1.33,1.33,1.33,4.0,2.67,4.0,4.33,3.33,5.33,5.0,4.0,4.0,3.33,3.33,4.0,3.33,2.0,2.0,3.0,3.0,3.33,3.33,3.33
803,2025-01-24,3.33,5.33,5.0,4.0,4.0,3.33,3.33,4.0,4.0,3.67,3.0,2.67,2.33,2.0,2.0,3.33,1.33,1.33,1.33,1.33,1.33,1.67,1.67,1.67
804,2025-01-25,4.0,3.67,3.0,2.67,2.33,2.0,2.0,3.33,1.33,1.33,1.33,1.33,1.33,1.67,1.67,1.67,1.33,1.33,1.33,1.33,1.67,1.67,1.67,1.33
805,2025-01-26,1.33,1.33,1.33,1.33,1.33,1.67,1.67,1.67,1.33,1.33,1.33,1.33,1.67,1.67,1.67,1.33,2.67,2.0,2.33,2.67,2.33,2.33,2.33,2.33
806,2025-01-27,1.33,1.33,1.33,1.33,1.67,1.67,1.67,1.33,2.67,2.0,2.33,2.67,2.33,2.33,2.33,2.33,1.67,1.67,1.33,1.33,1.33,1.33,1.33,1.67
807,2025-01-28,2.67,2.0,2.33,2.67,2.33,2.33,2.33,2.33,1.67,1.67,1.33,1.33,1.33,1.33,1.33,1.67,2.0,2.67,2.67,2.33,2.33,2.67,2.67,2.33
808,2025-01-29,1.67,1.67,1.33,1.33,1.33,1.33,1.33,1.67,2.0,2.67,2.67,2.33,2.33,2.67,2.67,2.33,3.0,2.0,1.67,2.33,1.67,2.67,2.67,4.33
809,2025-01-30,2.67,2.67,3.0,3.0,3.67,4.67,5.0,5.0,3.67,4.67,4.67,4.0,3.33,3.33,3.0,2.67,3.0,3.67,3.67,2.67,2.0,2.0,2.0,2.67
810,2025-01-31,2.33,4.33,4.67,5.0,3.33,3.33,3.0,2.67,3.0,3.67,3.67,2.67,2.0,2.0,2.0,2.67,2.33,2.0,2.0,2.0,2.0,2.33,2.0,2.0
811,2025-02-01,4.0,3.67,3.33,2.67,2.0,2.0,2.0,2.67,2.33,2.67,3.0,2.67,2.0,2.33,2.0,2.0,2.0,2.0,3.0,4.0,4.0,3.33,3.33,3.67
812,2025-02-02,3.33,3.67,3.0,3.0,3.0,2.67,2.33,2.0,2.0,2.0,3.0,4.0,4.0,3.33,3.33,3.67,2.0,2.67,2.67,2.0,2.33,2.0,2.0,1.67
813,2025-02-03,2.0,2.0,3.0,4.0,4.0,3.33,3.33,3.67,2.0,2.67,2.67,2.0,2.33,2.0,2.0,1.67,1.33,1.67,1.33,1.67,1.33,1.33,1.33,1.67
814,2025-02-04,1.67,1.33,1.33,1.33,1.67,1.67,1.33,1.33,1.33,1.67,1.33,1.67,1.33,1.33,1.33,1.67,2.33,2.0,2.33,1.67,2.0,2.33,2.0,2.67
815,2025-02-05,2.0,3.0,2.67,2.0,1.67,1.33,1.67,2.0,1.67,1.33,3.0,3.67,2.67,2.33,2.33,3.0,2.67,3.0,3.0,2.33,2.0,1.67,1.33,2.0
816,2025-02-06,1.67,1.33,3.0,3.67,2.67,2.33,2.33,3.0,2.67,3.0,3.0,2.33,2.0,1.67,1.33,2.0,1.67,1.33,1.33,1.33,1.33,1.33,1.67,1.67
817,2025-02-07,2.67,2.0,2.33,2.0,1.67,2.0,2.0,2.33,2.33,2.0,1.67,2.0,2.0,3.0,4.0,4.33,5.0,4.33,3.67,3.33,2.67,3.0,3.67,4.0
818,2025-02-08,3.0,3.0,2.0,1.67,2.0,2.33,3.67,4.0,5.0,4.33,3.67,3.33,2.67,3.0,3.67,4.0,4.0,3.33,3.33,2.67,2.67,3.0,3.33,3.67
819,2025-02-09,5.0,5.0,4.0,3.33,2.67,3.0,3.67,4.0,4.0,3.33,3.33,2.67,2.67,3.0,3.33,3.67,3.33,3.0,2.0,2.0,3.0,3.0,3.33,4.0
820,2025-02-10,4.0,3.33,3.33,2.67,2.67,3.0,3.33,3.67,3.33,3.0,2.0,2.0,3.0,3.0,3.33,4.0,3.67,3.33,2.67,2.67,3.33,3.33,3.67,4.67
821,2025-02-11,3.33,3.0,2.0,2.0,3.0,3.0,3.33,4.0,3.67,3.33,2.67,2.67,3.33,3.33,3.67,4.67,3.33,2.0,2.0,3.0,3.0,3.0,3.33,4.0
822,2025-02-12,3.67,3.33,2.67,2.67,3.33,3.33,3.67,4.67,3.33,2.0,2.0,3.0,3.0,3.0,3.33,4.0,2.33,2.0,2.67,2.33,2.33,2.33,2.33,2.67
823,2025-02-13,5.0,4.33,3.33,3.0,2.67,2.67,3.33,3.67,3.0,3.67,3.0,1.67,2.33,2.33,2.67,3.67,3.33,3.0,2.33,2.0,1.67,2.0,2.33,2.67
824,2025-02-14,5.0,4.33,3.33,3.0,2.33,3.0,3.0,3.67,3.33,3.0,2.67,2.0,2.0,4.0,4.0,3.33,2.67,2.67,2.33,2.33,2.33,2.33,2.67,2.0
825,2025-02-15,4.33,3.67,2.67,2.67,2.67,4.67,4.0,3.33,2.67,3.0,2.67,2.33,2.33,2.33,2.67,3.0,2.67,4.0,4.33,3.0,2.33,2.0,2.33,3.0
826,2025-02-16,3.0,3.67,2.67,2.33,1.33,2.33,2.67,3.0,2.67,4.0,4.33,3.0,2.33,2.0,2.33,3.0,3.0,2.67,2.33,2.0,2.0,2.33,2.33,2.67
827,2025-02-17,2.67,4.0,4.33,3.0,2.33,2.0,2.33,3.0,3.0,2.67,2.33,2.0,2.0,2.33,2.33,2.67,2.33,2.0,2.0,2.0,2.0,2.0,2.0,2.33
828,2025-02-18,3.0,2.67,2.33,2.0,2.0,2.33,2.33,2.67,2.33,2.0,2.0,2.0,2.0,2.0,2.0,2.33,1.67,1.33,1.33,1.33,1.33,1.33,1.67,1.67
829,2025-02-19,3.0,2.67,2.33,2.0,1.33,1.33,1.0,2.0,1.67,1.33,1.33,1.33,1.33,1.33,1.67,1.67,1.67,1.33,1.33,1.33,1.33,1.33,1.67,1.67
830,2025-02-20,1.67,1.33,1.33,1.33,1.33,1.33,1.67,1.67,1.67,1.33,1.33,1.33,1.33,1.33,1.67,1.67,1.67,1.33,1.33,1.33,1.33,1.67,1.67,1.33
831,2025-02-21,1.67,1.33,1.33,1.33,1.33,1.33,1.67,1.67,1.67,1.33,1.33,1.33,1.33,1.67,1.67,1.33,2.0,2.0,2.0,2.0,2.33,2.33,2.33,2.33
832,2025-02-22,1.67,1.33,1.33,1.33,1.33,1.67,1.67,1.33,1.33,1.33,2.0,2.0,2.33,2.33,2.67,2.67,2.33,2.0,2.0,2.0,2.0,2.0,2.0,2.33
833,2025-02-23,1.33,1.33,2.0,2.0,2.33,2.33,2.67,2.67,1.67,3.33,3.0,2.0,1.67,1.67,1.33,1.0,1.67,2.67,1.67,1.67,1.67,0.67,1.67,1.67
834,2025-02-24,3.67,2.0,2.33,1.67,2.33,2.33,2.33,2.67,1.67,2.67,1.67,1.67,1.67,0.67,1.67,1.67,2.67,2.0,2.33,2.33,2.33,2.33,2.33,2.67
835,2025-02-25,1.67,2.67,1.67,1.67,1.67,0.67,1.67,1.67,2.67,2.0,2.33,2.33,2.33,2.33,2.33,2.67,4.0,3.67,3.0,2.67,3.0,3.33,3.67,3.0
836,2025-02-26,2.67,2.0,2.33,2.33,1.67,2.33,2.33,3.67,4.0,3.67,3.0,2.67,3.0,3.33,3.67,3.0,3.67,2.67,2.67,2.67,2.67,3.0,2.0,2.0
837,2025-02-27,4.0,3.67,3.0,2.67,3.0,3.33,3.67,3.0,3.67,2.67,2.67,2.67,2.67,3.0,2.0,2.0,2.67,2.0,2.33,2.33,2.33,2.33,2.33,2.67
838,2025-02-28,4.0,2.67,2.67,4.67,2.67,2.0,1.0,2.0,2.67,2.0,2.33,2.33,2.33,2.33,2.33,2.67,2.33,2.67,2.67,2.0,2.0,1.67,0.67,2.0
839,2025-03-01,3.0,2.67,3.67,2.67,2.33,2.0,2.33,2.0,2.33,2.67,2.67,2.0,2.0,1.67,0.67,2.0,1.67,1.67,1.67,1.33,0.67,1.33,1.67,1.67
840,2025-03-02,2.33,2.67,2.67,2.0,2.0,1.67,0.67,2.0,1.67,1.67,1.67,1.33,3.0,3.67,4.67,5.0,5.0,4.67,4.33,4.0,3.33,3.0,2.67,2.0
841,2025-03-03,1.67,1.67,1.67,1.33,3.0,3.67,4.67,5.0,5.0,4.67,4.33,4.0,3.33,3.0,2.67,2.0,2.67,2.67,2.33,2.33,1.67,2.33,2.33,2.67
