,date,3hrKp,6hrKp,9hrKp,12hrKp,15hrKp,18hrKp,21hrKp,24hrKp,27hrKp,30hrKp,33hrKp,36hrKp,39hrKp,42hrKp,45hrKp,48hrKp,51hrKp,54hrKp,57hrKp,60hrKp,63hrKp,66hrKp,69hrKp,72hrKp
258,2023-07-29,2.67,1.67,2.67,4.0,3.67,3.0,2.67,3.0,2.67,3.0,2.33,2.33,2.0,1.67,2.0,2.67,1.67,4.0,5.33,5.0,4.33,3.33,3.0,4.67
259,2023-07-30,2.67,3.0,2.33,2.33,2.0,1.67,2.0,2.67,1.67,4.0,5.33,5.0,4.33,3.33,3.0,4.67,4.67,4.0,3.67,3.33,2.0,2.0,2.33,2.67
260,2023-07-31,1.67,4.0,5.33,5.0,4.33,3.33,3.0,4.67,4.67,4.0,3.67,3.33,2.67,2.0,2.33,2.0,2.33,2.67,2.67,2.33,2.33,2.33,2.33,2.0
261,2023-08-01,4.67,4.0,3.67,3.33,2.67,2.0,2.33,2.0,2.33,2.67,2.67,2.33,2.33,2.33,2.33,2.0,1.67,1.33,1.33,1.33,1.33,1.33,1.67,1.67
262,2023-08-02,2.33,2.67,2.67,2.33,2.33,2.33,2.33,2.0,1.67,1.33,1.33,3.33,3.33,4.0,4.33,5.0,5.0,4.67,4.33,4.0,4.0,3.0,3.0,3.67
263,2023-08-03,1.67,1.33,1.33,2.0,2.33,3.0,4.0,5.0,5.0,4.67,4.33,3.67,3.0,3.0,3.0,3.67,3.67,4.0,3.33,3.0,2.33,1.33,1.33,3.0
264,2023-08-04,5.0,4.67,4.33,4.0,3.67,3.0,3.0,3.67,3.67,4.0,3.33,3.0,2.67,2.0,2.0,2.33,0.67,1.0,1.33,3.0,3.67,4.0,2.67,2.33
265,2023-08-05,3.67,3.33,2.0,1.67,1.33,1.33,2.0,2.33,0.67,1.0,1.33,3.0,3.67,4.0,2.67,2.33,1.67,3.67,4.0,5.0,4.0,3.0,2.67,1.67
266,2023-08-06,0.67,1.0,1.33,3.0,3.67,4.0,2.67,2.33,1.67,2.33,5.0,4.33,3.67,3.0,2.67,3.33,2.67,3.67,3.0,2.33,2.33,2.67,2.33,2.33
267,2023-08-07,4.33,4.0,5.67,4.0,4.67,4.33,4.33,3.67,3.33,4.0,3.67,3.0,3.0,2.0,2.0,2.0,2.33,3.0,2.67,1.67,2.33,2.33,2.33,2.33
268,2023-08-08,3.33,4.0,3.67,3.0,3.0,2.0,2.0,2.0,2.33,3.67,2.33,2.0,2.33,2.67,2.67,2.67,1.67,1.33,1.33,1.67,1.33,1.33,1.33,1.67
269,2023-08-09,,,,,,,,,,,,,,,,,,,,,,,,
270,2023-08-10,,,,,,,,,,,,,,,,,,,,,,,,
271,2023-08-11,,,,,,,,,,,,,,,,,,,,,,,,
272,2023-08-12,,,,,,,,,,,,,,,,,,,,,,,,
273,2023-08-13,,,,,,,,,,,,,,,,,,,,,,,,
274,2023-08-14,,,,,,,,,,,,,,,,,,,,,,,,
275,2023-08-15,,,,,,,,,,,,,,,,,,,,,,,,
276,2023-08-16,,,,,,,,,,,,,,,,,,,,,,,,
277,2023-08-17,,,,,,,,,,,,,,,,,,,,,,,,
278,2023-08-18,,,,,,,,,,,,,,,,,,,,,,,,
279,2023-08-19,,,,,,,,,,,,,,,,,,,,,,,,
280,2023-08-20,,,,,,,,,,,,,,,,,,,,,,,,
281,2023-08-21,,,,,,,,,,,,,,,,,,,,,,,,
282,2023-08-22,,,,,,,,,,,,,,,,,,,,,,,,
283,2023-08-23,,,,,,,,,,,,,,,,,,,,,,,,
284,2023-08-24,,,,,,,,,,,,,,,,,,,,,,,,
285,2023-08-25,,,,,,,,,,,,,,,,,,,,,,,,
286,2023-08-26,,,,,,,,,,,,,,,,,,,,,,,,
287,2023-08-27,,,,,,,,,,,,,,,,,,,,,,,,
288,2023-08-28,,,,,,,,,,,,,,,,,,,,,,,,
289,2023-08-29,,,,,,,,,,,,,,,,,,,,,,,,
290,2023-08-30,,,,,,,,,,,,,,,,,,,,,,,,
291,2023-08-31,,,,,,,,,,,,,,,,,,,,,,,,
292,2023-09-01,,,,,,,,,,,,,,,,,,,,,,,,
293,2023-09-02,,,,,,,,,,,,,,,,,,,,,,,,
294,2023-09-03,,,,,,,,,,,,,,,,,,,,,,,,
295,2023-09-04,,,,,,,,,,,,,,,,,,,,,,,,
296,2023-09-05,,,,,,,,,,,,,,,,,,,,,,,,
297,2023-09-06,,,,,,,,,,,,,,,,,,,,,,,,
298,2023-09-07,,,,,,,,,,,,,,,,,,,,,,,,
299,2023-09-08,,,,,,,,,,,,,,,,,,,,,,,,
300,2023-09-09,,,,,,,,,,,,,,,,,,,,,,,,
301,2023-09-10,,,,,,,,,,,,,,,,,,,,,,,,
302,2023-09-11,,,,,,,,,,,,,,,,,,,,,,,,
303,2023-09-12,,,,,,,,,,,,,,,,,,,,,,,,
304,2023-09-13,,,,,,,,,,,,,,,,,,,,,,,,
305,2023-09-14,,,,,,,,,,,,,,,,,,,,,,,,
306,2023-09-15,,,,,,,,,,,,,,,,,,,,,,,,
307,2023-09-16,,,,,,,,,,,,,,,,,,,,,,,,
308,2023-09-17,,,,,,,,,,,,,,,,,,,,,,,,
309,2023-09-18,,,,,,,,,,,,,,,,,,,,,,,,
310,2023-09-19,,,,,,,,,,,,,,,,,,,,,,,,
311,2023-09-20,,,,,,,,,,,,,,,,,,,,,,,,
312,2023-09-21,,,,,,,,,,,,,,,,,,,,,,,,
313,2023-09-22,,,,,,,,,,,,,,,,,,,,,,,,
314,2023-09-23,,,,,,,,,,,,,,,,,,,,,,,,
315,2023-09-24,,,,,,,,,,,,,,,,,,,,,,,,
316,2023-09-25,,,,,,,,,,,,,,,,,,,,,,,,
317,2023-09-26,,,,,,,,,,,,,,,,,,,,,,,,
318,2023-09-27,,,,,,,,,,,,,,,,,,,,,,,,
319,2023-09-28,,,,,,,,,,,,,,,,,,,,,,,,
320,2023-09-29,,,,,,,,,,,,,,,,,,,,,,,,
321,2023-09-30,,,,,,,,,,,,,,,,,,,,,,,,
322,2023-10-01,,,,,,,,,,,,,,,,,,,,,,,,
323,2023-10-02,,,,,,,,,,,,,,,,,,,,,,,,
324,2023-10-03,,,,,,,,,,,,,,,,,,,,,,,,
325,2023-10-04,,,,,,,,,,,,,,,,,,,,,,,,
326,2023-10-05,,,,,,,,,,,,,,,,,,,,,,,,
327,2023-10-06,,,,,,,,,,,,,,,,,,,,,,,,
328,2023-10-07,,,,,,,,,,,,,,,,,,,,,,,,
329,2023-10-08,,,,,,,,,,,,,,,,,,,,,,,,
330,2023-10-09,,,,,,,,,,,,,,,,,,,,,,,,
331,2023-10-10,,,,,,,,,,,,,,,,,,,,,,,,
332,2023-10-11,,,,,,,,,,,,,,,,,,,,,,,,
333,2023-10-12,,,,,,,,,,,,,,,,,,,,,,,,
334,2023-10-13,,,,,,,,,,,,,,,,,,,,,,,,
335,2023-10-14,,,,,,,,,,,,,,,,,,,,,,,,
336,2023-10-15,,,,,,,,,,,,,,,,,,,,,,,,
337,2023-10-16,,,,,,,,,,,,,,,,,,,,,,,,
338,2023-10-17,,,,,,,,,,,,,,,,,,,,,,,,
339,2023-10-18,,,,,,,,,,,,,,,,,,,,,,,,
340,2023-10-19,,,,,,,,,,,,,,,,,,,,,,,,
341,2023-10-20,,,,,,,,,,,,,,,,,,,,,,,,
342,2023-10-21,,,,,,,,,,,,,,,,,,,,,,,,
343,2023-10-22,,,,,,,,,,,,,,,,,,,,,,,,
344,2023-10-23,,,,,,,,,,,,,,,,,,,,,,,,
345,2023-10-24,,,,,,,,,,,,,,,,,,,,,,,,
346,2023-10-25,,,,,,,,,,,,,,,,,,,,,,,,
347,2023-10-26,,,,,,,,,,,,,,,,,,,,,,,,
348,2023-10-27,,,,,,,,,,,,,,,,,,,,,,,,
349,2023-10-28,,,,,,,,,,,,,,,,,,,,,,,,
350,2023-10-29,,,,,,,,,,,,,,,,,,,,,,,,
351,2023-10-30,,,,,,,,,,,,,,,,,,,,,,,,
352,2023-10-31,,,,,,,,,,,,,,,,,,,,,,,,
353,2023-11-01,,,,,,,,,,,,,,,,,,,,,,,,
354,2023-11-02,,,,,,,,,,,,,,,,,,,,,,,,
355,2023-11-03,,,,,,,,,,,,,,,,,,,,,,,,
356,2023-11-04,,,,,,,,,,,,,,,,,,,,,,,,
357,2023-11-05,,,,,,,,,,,,,,,,,,,,,,,,
358,2023-11-06,,,,,,,,,,,,,,,,,,,,,,,,
359,2023-11-07,,,,,,,,,,,,,,,,,,,,,,,,
360,2023-11-08,,,,,,,,,,,,,,,,,,,,,,,,
361,2023-11-09,,,,,,,,,,,,,,,,,,,,,,,,
362,2023-11-10,,,,,,,,,,,,,,,,,,,,,,,,
363,2023-11-11,,,,,,,,,,,,,,,,,,,,,,,,
364,2023-11-12,,,,,,,,,,,,,,,,,,,,,,,,
365,2023-11-13,,,,,,,,,,,,,,,,,,,,,,,,
366,2023-11-14,,,,,,,,,,,,,,,,,,,,,,,,
367,2023-11-15,,,,,,,,,,,,,,,,,,,,,,,,
368,2023-11-16,,,,,,,,,,,,,,,,,,,,,,,,
369,2023-11-17,,,,,,,,,,,,,,,,,,,,,,,,
370,2023-11-18,,,,,,,,,,,,,,,,,,,,,,,,
371,2023-11-19,,,,,,,,,,,,,,,,,,,,,,,,
372,2023-11-20,,,,,,,,,,,,,,,,,,,,,,,,
373,2023-11-21,,,,,,,,,,,,,,,,,,,,,,,,
374,2023-11-22,,,,,,,,,,,,,,,,,,,,,,,,
375,2023-11-23,,,,,,,,,,,,,,,,,,,,,,,,
376,2023-11-24,,,,,,,,,,,,,,,,,,,,,,,,
377,2023-11-25,,,,,,,,,,,,,,,,,,,,,,,,
378,2023-11-26,,,,,,,,,,,,,,,,,,,,,,,,
379,2023-11-27,,,,,,,,,,,,,,,,,,,,,,,,
380,2023-11-28,,,,,,,,,,,,,,,,,,,,,,,,
381,2023-11-29,,,,,,,,,,,,,,,,,,,,,,,,
382,2023-11-30,,,,,,,,,,,,,,,,,,,,,,,,
383,2023-12-01,,,,,,,,,,,,,,,,,,,,,,,,
384,2023-12-02,,,,,,,,,,,,,,,,,,,,,,,,
385,2023-12-03,,,,,,,,,,,,,,,,,,,,,,,,
386,2023-12-04,,,,,,,,,,,,,,,,,,,,,,,,
387,2023-12-05,,,,,,,,,,,,,,,,,,,,,,,,
388,2023-12-06,,,,,,,,,,,,,,,,,,,,,,,,
389,2023-12-07,,,,,,,,,,,,,,,,,,,,,,,,
390,2023-12-08,,,,,,,,,,,,,,,,,,,,,,,,
391,2023-12-09,,,,,,,,,,,,,,,,,,,,,,,,
392,2023-12-10,,,,,,,,,,,,,,,,,,,,,,,,
393,2023-12-11,,,,,,,,,,,,,,,,,,,,,,,,
394,2023-12-12,,,,,,,,,,,,,,,,,,,,,,,,
395,2023-12-13,,,,,,,,,,,,,,,,,,,,,,,,
396,2023-12-14,,,,,,,,,,,,,,,,,,,,,,,,
397,2023-12-15,,,,,,,,,,,,,,,,,,,,,,,,
398,2023-12-16,,,,,,,,,,,,,,,,,,,,,,,,
399,2023-12-17,,,,,,,,,,,,,,,,,,,,,,,,
400,2023-12-18,,,,,,,,,,,,,,,,,,,,,,,,
401,2023-12-19,,,,,,,,,,,,,,,,,,,,,,,,
402,2023-12-20,,,,,,,,,,,,,,,,,,,,,,,,
403,2023-12-21,,,,,,,,,,,,,,,,,,,,,,,,
404,2023-12-22,,,,,,,,,,,,,,,,,,,,,,,,
405,2023-12-23,,,,,,,,,,,,,,,,,,,,,,,,
406,2023-12-24,,,,,,,,,,,,,,,,,,,,,,,,
407,2023-12-25,,,,,,,,,,,,,,,,,,,,,,,,
408,2023-12-26,,,,,,,,,,,,,,,,,,,,,,,,
409,2023-12-27,,,,,,,,,,,,,,,,,,,,,,,,
410,2023-12-28,,,,,,,,,,,,,,,,,,,,,,,,
411,2023-12-29,,,,,,,,,,,,,,,,,,,,,,,,
412,2023-12-30,,,,,,,,,,,,,,,,,,,,,,,,
413,2023-12-31,,,,,,,,,,,,,,,,,,,,,,,,
414,2024-01-01,,,,,,,,,,,,,,,,,,,,,,,,
415,2024-01-02,,,,,,,,,,,,,,,,,,,,,,,,
416,2024-01-03,,,,,,,,,,,,,,,,,,,,,,,,
417,2024-01-04,,,,,,,,,,,,,,,,,,,,,,,,
418,2024-01-05,,,,,,,,,,,,,,,,,,,,,,,,
419,2024-01-06,,,,,,,,,,,,,,,,,,,,,,,,
420,2024-01-07,,,,,,,,,,,,,,,,,,,,,,,,
421,2024-01-08,,,,,,,,,,,,,,,,,,,,,,,,
422,2024-01-09,,,,,,,,,,,,,,,,,,,,,,,,
423,2024-01-10,,,,,,,,,,,,,,,,,,,,,,,,
424,2024-01-11,,,,,,,,,,,,,,,,,,,,,,,,
425,2024-01-12,,,,,,,,,,,,,,,,,,,,,,,,
426,2024-01-13,,,,,,,,,,,,,,,,,,,,,,,,
427,2024-01-14,,,,,,,,,,,,,,,,,,,,,,,,
428,2024-01-15,,,,,,,,,,,,,,,,,,,,,,,,
429,2024-01-16,,,,,,,,,,,,,,,,,,,,,,,,
430,2024-01-17,,,,,,,,,,,,,,,,,,,,,,,,
431,2024-01-18,,,,,,,,,,,,,,,,,,,,,,,,
432,2024-01-19,,,,,,,,,,,,,,,,,,,,,,,,
433,2024-01-20,,,,,,,,,,,,,,,,,,,,,,,,
434,2024-01-21,,,,,,,,,,,,,,,,,,,,,,,,
435,2024-01-22,,,,,,,,,,,,,,,,,,,,,,,,
436,2024-01-23,,,,,,,,,,,,,,,,,,,,,,,,
437,2024-01-24,,,,,,,,,,,,,,,,,,,,,,,,
438,2024-01-25,,,,,,,,,,,,,,,,,,,,,,,,
439,2024-01-26,,,,,,,,,,,,,,,,,,,,,,,,
440,2024-01-27,,,,,,,,,,,,,,,,,,,,,,,,
441,2024-01-28,,,,,,,,,,,,,,,,,,,,,,,,
442,2024-01-29,,,,,,,,,,,,,,,,,,,,,,,,
443,2024-01-30,,,,,,,,,,,,,,,,,,,,,,,,
444,2024-01-31,,,,,,,,,,,,,,,,,,,,,,,,
445,2024-02-01,,,,,,,,,,,,,,,,,,,,,,,,
446,2024-02-02,,,,,,,,,,,,,,,,,,,,,,,,
447,2024-02-03,,,,,,,,,,,,,,,,,,,,,,,,
448,2024-02-04,,,,,,,,,,,,,,,,,,,,,,,,
449,2024-02-05,,,,,,,,,,,,,,,,,,,,,,,,
450,2024-02-06,,,,,,,,,,,,,,,,,,,,,,,,
451,2024-02-07,,,,,,,,,,,,,,,,,,,,,,,,
452,2024-02-08,,,,,,,,,,,,,,,,,,,,,,,,
453,2024-02-09,,,,,,,,,,,,,,,,,,,,,,,,
454,2024-02-10,,,,,,,,,,,,,,,,,,,,,,,,
455,2024-02-11,,,,,,,,,,,,,,,,,,,,,,,,
456,2024-02-12,,,,,,,,,,,,,,,,,,,,,,,,
457,2024-02-13,,,,,,,,,,,,,,,,,,,,,,,,
458,2024-02-14,,,,,,,,,,,,,,,,,,,,,,,,
459,2024-02-15,,,,,,,,,,,,,,,,,,,,,,,,
460,2024-02-16,,,,,,,,,,,,,,,,,,,,,,,,
461,2024-02-17,,,,,,,,,,,,,,,,,,,,,,,,
462,2024-02-18,,,,,,,,,,,,,,,,,,,,,,,,
463,2024-02-19,,,,,,,,,,,,,,,,,,,,,,,,
464,2024-02-20,,,,,,,,,,,,,,,,,,,,,,,,
465,2024-02-21,,,,,,,,,,,,,,,,,,,,,,,,
466,2024-02-22,,,,,,,,,,,,,,,,,,,,,,,,
467,2024-02-23,,,,,,,,,,,,,,,,,,,,,,,,
468,2024-02-24,,,,,,,,,,,,,,,,,,,,,,,,
469,2024-02-25,,,,,,,,,,,,,,,,,,,,,,,,
470,2024-02-26,,,,,,,,,,,,,,,,,,,,,,,,
471,2024-02-27,,,,,,,,,,,,,,,,,,,,,,,,
472,2024-02-28,,,,,,,,,,,,,,,,,,,,,,,,
473,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,
474,2024-03-01,2.67,2.0,2.0,2.33,2.33,2.33,3.33,3.67,3.67,3.67,2.67,2.0,1.67,1.67,2.67,2.67,2.67,3.0,2.33,2.0,2.0,2.0,2.33,2.67
475,2024-03-02,3.67,3.67,2.67,2.0,1.67,1.67,2.67,2.67,2.67,3.0,2.33,2.0,2.0,2.0,2.33,2.67,1.67,1.33,1.33,1.33,1.33,1.33,1.67,1.67
476,2024-03-03,4.0,3.67,3.0,2.67,2.0,2.0,2.33,2.67,1.67,1.33,1.33,1.33,1.33,1.33,1.67,1.67,1.67,1.33,1.33,1.33,1.33,1.33,1.67,1.67
477,2024-03-04,1.67,1.33,1.33,1.33,1.33,1.33,1.67,1.67,1.67,1.33,1.33,1.33,1.33,1.33,1.67,1.67,1.67,1.33,1.33,1.33,1.33,1.33,1.67,1.67
478,2024-03-05,1.67,1.33,1.33,1.33,1.33,1.33,1.67,1.67,1.67,1.33,1.33,1.33,1.33,1.33,1.67,1.67,1.67,1.0,1.33,1.33,2.0,2.33,2.33,3.0
479,2024-03-06,2.33,2.0,2.0,2.0,2.0,2.0,2.0,2.33,2.33,2.0,2.0,3.0,3.0,3.33,3.33,4.33,3.67,4.67,3.67,3.33,3.33,3.33,2.67,2.33
480,2024-03-07,2.33,2.0,2.0,3.0,3.0,3.33,3.33,4.33,3.67,4.67,3.67,3.33,3.33,3.33,2.67,2.33,2.67,2.33,2.33,2.0,2.33,2.33,2.33,2.67
481,2024-03-08,3.67,4.67,3.67,3.33,3.33,3.33,2.67,2.33,2.67,2.33,2.33,2.0,2.33,2.33,2.33,2.67,2.67,2.0,2.0,2.67,2.67,3.0,2.67,3.0
482,2024-03-09,2.67,2.33,2.33,2.0,2.33,2.33,2.33,2.67,2.67,2.0,2.0,2.67,2.67,3.0,2.67,3.0,2.67,2.67,2.33,2.33,2.33,2.33,2.0,2.33
483,2024-03-10,2.67,2.0,2.0,2.67,2.67,3.0,2.67,3.0,2.67,2.67,2.33,2.33,2.33,2.33,2.0,2.33,1.67,1.33,1.33,1.33,1.33,1.33,1.67,1.67
484,2024-03-11,1.67,1.67,1.33,1.33,1.33,1.33,1.33,1.67,1.67,1.33,1.33,1.33,1.33,1.33,1.67,1.67,2.33,1.33,2.0,2.0,2.0,2.67,2.67,2.0
485,2024-03-12,1.67,1.33,1.33,1.33,1.33,1.33,1.67,1.67,2.33,1.33,2.0,2.0,2.0,2.67,2.67,2.0,3.0,2.0,2.0,2.67,2.67,2.67,2.67,3.0
486,2024-03-13,2.67,2.33,2.33,3.67,3.67,2.67,2.67,3.0,3.0,2.0,2.0,2.67,2.67,2.67,2.67,3.0,2.67,2.33,2.0,2.0,2.0,2.0,2.0,2.0
487,2024-03-14,2.67,3.0,2.67,2.0,1.67,2.67,2.67,3.67,2.67,2.67,2.67,2.0,2.0,1.0,1.0,2.0,2.67,2.67,2.0,2.0,1.0,1.0,2.0,2.33
488,2024-03-15,2.67,2.67,2.67,2.0,2.0,1.0,1.0,2.0,2.67,2.67,2.0,2.0,1.0,1.0,2.0,2.33,1.67,1.33,1.33,1.33,1.33,1.33,1.67,1.67
489,2024-03-16,2.67,2.67,2.0,2.0,1.0,1.0,2.0,2.33,1.67,1.33,1.33,1.33,1.33,1.33,1.67,1.67,1.67,1.33,1.33,1.33,1.33,1.33,1.67,1.67
490,2024-03-17,1.67,2.0,1.33,1.33,1.0,1.0,1.33,1.67,1.67,2.0,1.67,1.0,0.67,0.67,1.67,1.67,1.67,2.0,1.67,3.0,3.67,3.67,4.0,4.67
491,2024-03-18,1.67,2.0,1.67,1.0,0.67,0.67,1.67,1.67,1.67,2.0,1.67,3.0,3.67,3.67,4.0,4.67,3.0,4.0,4.67,3.0,4.0,3.0,3.0,2.0
492,2024-03-19,1.67,2.0,1.67,3.0,3.67,3.67,4.0,4.67,3.0,4.0,4.67,3.0,4.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.33
493,2024-03-20,3.0,4.0,4.67,3.0,4.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.33,1.67,1.67,1.33,1.33,1.0,1.67,1.33,1.67
494,2024-03-21,3.0,4.67,3.67,3.0,2.67,1.67,2.0,2.0,1.67,1.67,1.33,1.33,1.0,1.67,1.33,1.67,2.33,2.33,2.0,2.0,4.0,3.33,4.0,4.0
495,2024-03-22,1.67,1.67,1.33,1.33,1.0,1.67,1.33,1.67,2.33,2.33,2.0,2.0,4.0,3.33,4.0,4.0,3.0,4.67,3.0,3.67,3.0,2.0,3.0,3.0
496,2024-03-23,3.67,4.67,2.0,1.0,1.0,2.67,5.0,5.67,5.0,6.67,5.67,5.0,4.0,3.0,3.0,4.0,5.0,4.0,4.0,3.67,3.0,2.33,2.33,3.33
497,2024-03-24,6.0,6.67,6.0,5.0,4.0,3.0,3.0,4.0,5.0,4.0,4.0,3.67,3.0,2.33,2.33,3.33,1.67,1.33,1.33,1.33,1.33,1.33,1.67,1.67
498,2024-03-25,5.0,4.0,4.0,3.67,3.0,2.33,2.33,3.33,2.33,2.67,2.33,1.67,1.33,2.0,2.0,2.33,1.67,1.67,1.67,1.33,1.33,1.33,1.33,1.33
499,2024-03-26,2.33,2.67,2.33,1.67,1.33,2.0,2.0,2.33,1.67,1.67,1.67,1.33,1.33,1.33,1.33,1.33,2.67,2.0,2.33,2.33,2.33,2.33,2.33,2.67
500,2024-03-27,1.67,1.67,1.67,1.33,1.33,1.33,1.33,1.33,2.67,2.0,2.33,2.33,2.33,2.33,2.33,2.67,2.67,2.33,2.0,2.33,1.33,1.0,2.33,2.33
501,2024-03-28,2.33,2.0,2.0,2.0,2.0,2.0,2.0,2.33,3.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0
502,2024-03-29,3.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.67,2.0,2.33,2.33,2.33,2.33,2.33,2.67
503,2024-03-30,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.67,2.0,2.33,2.33,2.33,2.33,2.33,2.67,2.33,3.0,2.33,2.0,1.67,1.33,2.0,2.0
504,2024-03-31,2.67,3.0,2.33,2.0,2.33,2.33,2.33,2.67,2.33,3.0,2.33,2.0,1.67,1.33,2.0,2.0,3.0,2.0,2.0,2.67,2.67,2.67,2.67,3.0
505,2024-04-01,2.33,3.0,2.33,2.0,1.67,1.33,2.0,2.0,3.0,2.0,2.0,2.0,2.33,2.33,2.67,4.0,4.0,3.67,2.67,2.33,2.33,2.67,3.0,4.67
506,2024-04-02,3.0,2.0,2.0,2.0,2.33,2.33,2.67,4.0,4.0,3.67,2.67,2.33,2.33,2.67,3.0,4.67,4.67,3.67,3.0,3.0,2.33,2.33,3.0,3.33
507,2024-04-03,2.33,2.67,2.33,2.33,3.0,3.67,4.0,4.67,4.67,3.67,3.0,3.0,2.33,2.33,3.0,3.33,3.0,2.0,2.0,1.67,1.67,1.67,2.67,2.0
508,2024-04-04,4.67,3.67,3.0,2.33,2.0,2.33,3.0,3.0,3.0,2.67,2.33,2.67,1.33,1.67,2.67,2.0,1.67,1.33,1.33,1.33,1.33,1.33,1.67,1.67
509,2024-04-05,3.0,2.67,2.33,2.67,1.33,1.67,2.67,2.0,1.67,1.33,1.33,1.33,1.33,1.33,1.67,1.67,1.67,1.33,1.33,1.33,1.33,1.33,1.67,1.67
510,2024-04-06,1.67,1.33,1.33,1.33,1.33,1.33,1.67,1.67,1.67,1.33,1.33,1.33,1.33,1.33,1.67,1.67,3.33,4.0,3.33,2.67,2.33,2.0,2.33,3.33
511,2024-04-07,1.67,1.33,1.33,1.33,1.33,1.33,1.67,1.67,2.67,2.0,3.0,2.67,2.33,2.33,2.67,3.67,3.0,3.67,2.33,2.0,2.0,2.0,3.0,3.0
512,2024-04-08,2.67,2.0,3.0,2.67,2.33,2.33,2.67,3.67,3.0,3.67,2.33,2.0,2.0,2.0,3.0,3.0,2.67,2.33,2.33,2.0,1.33,1.67,2.0,2.33
513,2024-04-09,3.0,3.67,2.33,2.0,2.0,2.0,3.0,3.0,2.67,2.33,2.33,2.0,1.33,1.67,2.0,2.33,1.67,1.33,1.33,1.33,1.33,1.33,1.67,1.67
514,2024-04-10,2.67,2.0,2.33,2.33,2.33,2.33,2.33,2.67,1.67,1.33,1.33,1.33,1.33,1.33,1.67,1.67,2.33,1.67,2.0,1.67,2.0,2.33,2.33,2.67
515,2024-04-11,1.67,1.33,1.33,1.33,1.33,1.33,1.67,1.67,2.33,1.67,2.0,1.67,2.0,2.33,2.33,2.67,1.67,1.67,4.0,3.67,3.33,3.0,2.33,3.33
516,2024-04-12,2.33,1.67,2.0,1.67,2.0,2.33,2.33,2.67,1.67,1.67,4.0,3.0,3.0,4.0,4.67,4.0,4.0,3.67,3.33,3.0,3.0,2.33,2.0,2.33
517,2024-04-13,1.67,1.67,4.0,3.0,3.0,4.0,4.67,4.0,4.67,4.0,3.67,3.33,2.33,2.0,2.33,2.67,3.0,3.0,2.33,2.0,1.33,1.0,1.33,2.0
518,2024-04-14,3.0,3.33,5.0,4.0,2.33,2.0,2.33,2.67,3.0,3.0,2.33,2.0,1.33,1.0,1.33,2.0,1.33,1.33,1.33,1.33,1.67,1.67,1.67,1.33
519,2024-04-15,4.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,3.67,4.0,3.0,1.67,2.0,2.33,2.0
520,2024-04-16,3.0,2.67,2.0,3.0,2.0,2.0,4.0,4.0,4.33,3.0,5.0,4.0,3.0,2.67,1.67,2.0,3.0,3.0,2.67,2.33,2.0,2.0,2.0,2.0
521,2024-04-17,3.0,3.33,5.0,4.0,3.0,2.33,2.33,3.33,3.0,3.0,2.67,2.33,2.0,2.0,2.0,2.0,2.67,2.0,2.0,2.33,2.67,3.0,2.67,2.33
522,2024-04-18,1.67,2.0,1.67,1.67,1.67,1.67,2.0,2.0,2.0,1.0,2.0,1.0,2.67,2.67,3.0,3.0,3.0,3.67,2.67,2.67,2.0,2.0,3.0,2.0
523,2024-04-19,2.0,1.0,2.0,1.0,2.67,2.67,3.0,3.0,3.0,3.67,2.67,2.67,2.0,2.0,3.0,2.0,2.33,2.67,2.0,2.33,2.0,1.67,1.67,2.33
524,2024-04-20,3.0,3.67,2.67,2.67,2.0,2.0,3.0,2.0,2.33,2.67,2.0,2.33,2.0,1.67,1.67,2.33,2.33,3.0,3.67,3.67,2.67,2.67,2.67,3.0
525,2024-04-21,2.67,2.67,2.67,2.33,2.67,1.67,1.67,2.33,2.33,3.0,3.67,3.67,2.67,2.67,2.67,3.0,2.67,2.67,2.67,2.33,2.67,2.67,2.0,2.0
526,2024-04-22,2.33,3.0,3.67,3.67,2.67,2.67,2.67,3.0,3.0,2.67,2.67,2.0,2.0,1.67,1.67,2.67,3.0,2.67,3.67,4.33,3.67,3.33,2.67,4.33
527,2024-04-23,3.0,2.67,2.67,2.0,2.0,1.67,1.67,2.67,3.0,2.67,3.67,4.33,3.67,3.33,2.67,4.0,4.33,4.0,3.33,3.0,2.67,2.67,2.0,3.33
528,2024-04-24,3.0,2.67,3.67,4.33,3.67,3.33,2.67,4.0,4.33,4.0,3.33,3.0,2.67,2.67,2.0,3.33,3.67,3.33,2.0,3.0,2.67,3.0,3.0,3.33
529,2024-04-25,3.67,4.0,3.33,3.0,2.67,2.0,2.0,2.67,2.67,3.67,3.0,2.67,2.67,2.67,3.0,3.33,2.67,3.0,3.67,2.67,2.67,2.67,2.0,2.0
